class_name,pixel_count,fraction_valid,percentage_valid
buildings,4299913,0.2121879158412143,21.21879158412143
roads,2730960,0.13476475236725083,13.476475236725083
vegetation,11237065,0.5545157314862544,55.45157314862544
bare_land,749793,0.03700005418303384,3.700005418303384
water,1246915,0.061531546122246594,6.153154612224659
