city_id,code_2021,class_2021,intersecting_feature_count,area_m2,area_hectares,fraction_of_sar_aoi,fraction_of_ua_covered_area
DE03,31000,Forests,812,306639428.84660476,30663.942884660475,0.3404548170857915,0.378472540265834
DE03,21000,Arable land (annual crops),1300,220930751.22107887,22093.075122107886,0.24529441232825253,0.2726858152325526
DE03,11210,Discontinuous dense urban fabric (S.L. : 50% -  80%),3265,51743721.54820221,5174.372154820221,0.05744988281935475,0.06386516505988105
DE03,12100,"Industrial, commercial, public, military and private units",1950,51495577.09928544,5149.557709928544,0.057174373654455164,0.06355889048753512
DE03,23000,Pastures,451,43838429.384295285,4383.842938429529,0.048672815865518776,0.054107985371439384
DE03,50000,Water,226,29233229.033446427,2923.322903344643,0.032456992503686805,0.036081382273889226
DE03,12220,Other roads and associated land,45,26030952.178505957,2603.095217850596,0.028901576994964977,0.03212894256161044
DE03,14200,Sports and leisure facilities,483,17630659.33233804,1763.065933233804,0.019574921987921358,0.02176080372041625
DE03,11220,Discontinuous medium density urban fabric (S.L. : 30% - 50%),923,17549143.590397447,1754.9143590397448,0.01948441690474799,0.021660192164883567
DE03,11100,Continuous urban fabric (S.L. : > 80%),1415,13673270.367887383,1367.3270367887383,0.015181122595921559,0.01687635992977487
DE03,14110,Green urban areas (Public access),380,7113288.530010419,711.3288530010419,0.007897723246069015,0.008779641906206455
DE03,12230,Railways and associated land,79,5300870.520557219,530.0870520557219,0.005885436554131368,0.00654264827938737
DE03,12210,Fast transit roads and associated land,48,4893687.744921273,489.3687744921273,0.0054333507348971796,0.006040079186994097
DE03,13100,Mineral extraction and dump sites,59,2634247.470231479,263.4247470231479,0.0029247453401858806,0.0032513442106823632
DE03,11230,Discontinuous low density urban fabric (S.L. : 10% - 30%),200,2302526.7928515035,230.25267928515035,0.0025564433805658404,0.002841914908328989
DE03,11300,Isolated structures,401,2093833.548802967,209.3833548802967,0.00232473599545612,0.0025843333490740013
DE03,12300,Port areas,3,1504377.595296635,150.4377595296635,0.001670276392573413,0.0018567919075265016
DE03,13400,Land without current use,128,1272232.5122180372,127.22325122180372,0.0014125309614193952,0.0015702646998759424
DE03,11240,Discontinuous very low density urban fabric (S.L. : < 10%),57,1054692.842895326,105.4692842895326,0.0011710015905659924,0.0013017643587200675
DE03,22000,"Permanent crops (vineyards, fruit trees, olive groves)",24,931896.0101726333,93.18960101726333,0.0010346630466919347,0.001150201236547657
DE03,13300,Construction sites,45,893136.0523544853,89.31360523544852,0.000991628742855451,0.0011023614014970592
DE03,40000,Wetlands,13,580111.5373798826,58.011153737988266,0.0006440847091677333,0.0007160080098489706
DE03,32000,"Herbaceous vegetation associations (natural grassland, moors...)",26,579007.2591618578,57.90072591618578,0.0006428586540575225,0.0007146450442841437
DE03,14130,Green urban areas (Unknown access conditions),32,193432.77369236192,19.34327736923619,0.0002147640302929672,0.00023874618311605625
DE03,33000,"Open spaces with little or no vegetation (beaches, dunes, bare rocks, glaciers)",5,80377.9098687844,8.03779098687844,8.924177397879414e-05,9.920717581467642e-05
DE03,14120,Green urban areas (Private access),2,9698.995274639125,0.9698995274639125,1.0768574917334155e-05,1.1971074279085276e-05
