city_id,city_name,split,osm_bare,dw_bare,ua_bare,accepted_ua_code,pixel_count,fraction_city_pixels,total_pixels,current_v3_pixels,current_v3_fraction,tier1_ua_dw_pixels,tier1_ua_dw_fraction,tier2_osm_dw_pixels,tier2_osm_dw_fraction,proposed_union_pixels,proposed_union_fraction,proposed_new_pixels,proposed_new_fraction,proposed_conflict_with_osm_building_road_water_pixels,proposed_conflict_with_osm_building_road_water_fraction,record_type
DE13,Hanover,train,1,0,1,1,34381,0.003820111111111111,,,,,,,,,,,,,,
DE13,Hanover,train,,,,,,,9000000,34381,0.003820111111111111,0,0.0,0,0.0,34381,0.003820111111111111,0,0.0,0,0.0,tier_summary
DE14,Berlin,train,0,0,1,1,22289,0.0024765555555555556,,,,,,,,,,,,,,
DE14,Berlin,train,0,1,0,0,3,3.3333333333333335e-07,,,,,,,,,,,,,,
DE14,Berlin,train,1,0,0,0,104814,0.011646,,,,,,,,,,,,,,
DE14,Berlin,train,1,0,1,1,10137,0.0011263333333333334,,,,,,,,,,,,,,
DE14,Berlin,train,1,1,0,0,1,1.1111111111111111e-07,,,,,,,,,,,,,,
DE14,Berlin,train,,,,,,,9000000,10137,0.0011263333333333334,0,0.0,1,1.1111111111111111e-07,10138,0.0011264444444444445,1,1.1111111111111111e-07,0,0.0,tier_summary
DE15,Leipzig,val,0,0,1,1,63137,0.007015222222222222,,,,,,,,,,,,,,
DE15,Leipzig,val,0,1,1,1,2,2.2222222222222222e-07,,,,,,,,,,,,,,
DE15,Leipzig,val,1,0,0,0,40110,0.004456666666666667,,,,,,,,,,,,,,
DE15,Leipzig,val,1,0,1,1,32637,0.0036263333333333334,,,,,,,,,,,,,,
DE15,Leipzig,val,,,,,,,9000000,32637,0.0036263333333333334,2,2.2222222222222222e-07,0,0.0,32639,0.0036265555555555556,2,2.2222222222222222e-07,0,0.0,tier_summary
DE16,Dresden,val,0,0,1,1,30420,0.00338,,,,,,,,,,,,,,
DE16,Dresden,val,1,0,0,0,34978,0.0038864444444444445,,,,,,,,,,,,,,
DE16,Dresden,val,1,0,1,1,18427,0.0020474444444444446,,,,,,,,,,,,,,
DE16,Dresden,val,1,1,1,1,3,3.3333333333333335e-07,,,,,,,,,,,,,,
DE16,Dresden,val,,,,,,,9000000,18430,0.0020477777777777777,3,3.3333333333333335e-07,3,3.3333333333333335e-07,18430,0.0020477777777777777,0,0.0,0,0.0,tier_summary
DE17,Munster,val,0,0,1,1,8517,0.0009463333333333333,,,,,,,,,,,,,,
DE17,Munster,val,1,0,0,0,28690,0.0031877777777777777,,,,,,,,,,,,,,
DE17,Munster,val,1,0,1,1,7332,0.0008146666666666667,,,,,,,,,,,,,,
DE17,Munster,val,,,,,,,9000000,7332,0.0008146666666666667,0,0.0,0,0.0,7332,0.0008146666666666667,0,0.0,0,0.0,tier_summary
