class_id,class_name,ua,dw_confident,osm,ua_dw_agree,ua_osm_agree,dw_osm_agree,triple_agree,ua_fraction_all_pixels,dw_confident_fraction_all_pixels,osm_fraction_all_pixels,ua_dw_agree_fraction_all_pixels,ua_osm_agree_fraction_all_pixels,dw_osm_agree_fraction_all_pixels,triple_agree_fraction_all_pixels
1,buildings,0,1949073,556662,0,0,442535,0,0.0,0.21656366666666665,0.061851333333333335,0.0,0.0,0.04917055555555556,0.0
2,roads,444902,0,421821,0,210846,0,0,0.04943355555555556,0.0,0.046869,0.0,0.023427333333333335,0.0,0.0
3,vegetation,5294581,2778175,5846206,2522264,4963489,2697433,2462159,0.5882867777777778,0.3086861111111111,0.6495784444444445,0.28025155555555553,0.5514987777777778,0.2997147777777778,0.27357322222222225
4,bare_land,41329,256,62178,0,19147,7,0,0.004592111111111111,2.8444444444444444e-05,0.006908666666666666,0.0,0.0021274444444444444,7.777777777777778e-07,0.0
5,water,295387,242154,324876,217432,262166,234290,211005,0.032820777777777775,0.026906,0.036097333333333335,0.02415911111111111,0.029129555555555554,0.026032222222222224,0.023445
