class_id,class_name,ua,dw_confident,osm,ua_dw_agree,ua_osm_agree,dw_osm_agree,triple_agree,ua_fraction_all_pixels,dw_confident_fraction_all_pixels,osm_fraction_all_pixels,ua_dw_agree_fraction_all_pixels,ua_osm_agree_fraction_all_pixels,dw_osm_agree_fraction_all_pixels,triple_agree_fraction_all_pixels
1,buildings,0,2719692,722402,0,0,650901,0,0.0,0.302188,0.08026688888888889,0.0,0.0,0.07232233333333334,0.0
2,roads,489622,0,504515,0,242893,0,0,0.05440244444444445,0.0,0.056057222222222224,0.0,0.026988111111111112,0.0,0.0
3,vegetation,4324291,1982896,5036761,1660277,3946200,1878523,1595049,0.48047677777777775,0.22032177777777778,0.5596401111111111,0.18447522222222223,0.43846666666666667,0.2087247777777778,0.17722766666666667
4,bare_land,46578,189,71698,55,17192,78,55,0.005175333333333333,2.1e-05,0.007966444444444444,6.111111111111111e-06,0.0019102222222222222,8.666666666666666e-06,6.111111111111111e-06
5,water,281023,252371,330655,219815,258645,250661,219073,0.03122477777777778,0.02804122222222222,0.03673944444444444,0.024423888888888887,0.028738333333333334,0.02785122222222222,0.024341444444444443
