city_id,class_id,class_name,pixel_count,fraction_all_pixels,fraction_valid_pixels
DE10,1,buildings,665587,0.07395411111111111,0.11702383721553782
DE10,2,roads,545651,0.06062788888888889,0.0959366300731466
DE10,3,vegetation,4325951,0.48066122222222224,0.7605908553297962
DE10,4,bare_land,36767,0.004085222222222222,0.006464392217551844
DE10,5,water,113663,0.012629222222222222,0.01998428516396756
DE10,255,ignore_unknown,3312381,0.36804233333333336,
