class_name,pixel_count,fraction_valid,percentage_valid
buildings,12111496,0.12445880594049584,12.445880594049584
roads,8314087,0.08543629461673431,8.543629461673431
vegetation,70777963,0.7273206185165395,72.73206185165395
bare_land,1739893,0.017879294617628338,1.7879294617628336
water,4369852,0.04490498630860198,4.4904986308601975
