split,class_name,minimum_valid_fraction_source_pixels,maximum_padding_fraction,minimum_class_fraction_valid,split_candidate_tiles,coverage_eligible_tiles,qualifying_tiles,qualifying_fraction_of_coverage_eligible,qualifying_city_count
test,bare_land,0.4,0.25,0.0025,432,339,25,0.07374631268436578,3
test,bare_land,0.4,0.25,0.005,432,339,18,0.05309734513274336,3
test,bare_land,0.4,0.25,0.01,432,339,14,0.04129793510324484,3
test,bare_land,0.4,0.25,0.02,432,339,11,0.032448377581120944,3
test,bare_land,0.4,0.25,0.05,432,339,1,0.0029498525073746312,1
test,bare_land,0.4,0.25,0.1,432,339,0,0.0,0
test,water,0.4,0.25,0.0,432,339,339,1.0,3
test,water,0.4,0.25,0.001,432,339,151,0.44542772861356933,3
test,water,0.4,0.25,0.0025,432,339,138,0.40707964601769914,3
test,water,0.4,0.25,0.005,432,339,125,0.3687315634218289,3
test,water,0.4,0.25,0.01,432,339,94,0.27728613569321536,3
test,water,0.4,0.25,0.02,432,339,75,0.22123893805309736,3
test,water,0.4,0.25,0.05,432,339,60,0.17699115044247787,3
test,water,0.4,0.25,0.1,432,339,32,0.0943952802359882,2
test,buildings,0.5,0.25,0.0,432,323,323,1.0,3
test,buildings,0.5,0.25,0.001,432,323,308,0.9535603715170279,3
test,buildings,0.5,0.25,0.0025,432,323,291,0.9009287925696594,3
test,buildings,0.5,0.25,0.005,432,323,265,0.8204334365325078,3
test,buildings,0.5,0.25,0.01,432,323,189,0.5851393188854489,3
test,buildings,0.5,0.25,0.02,432,323,126,0.39009287925696595,3
test,buildings,0.5,0.25,0.05,432,323,58,0.17956656346749225,3
test,buildings,0.5,0.25,0.1,432,323,28,0.08668730650154799,3
test,roads,0.5,0.25,0.0,432,323,323,1.0,3
test,roads,0.5,0.25,0.001,432,323,317,0.9814241486068112,3
test,roads,0.5,0.25,0.0025,432,323,312,0.9659442724458205,3
test,roads,0.5,0.25,0.005,432,323,296,0.9164086687306502,3
test,roads,0.5,0.25,0.01,432,323,252,0.7801857585139319,3
test,roads,0.5,0.25,0.02,432,323,157,0.48606811145510836,3
test,roads,0.5,0.25,0.05,432,323,53,0.16408668730650156,3
test,roads,0.5,0.25,0.1,432,323,19,0.058823529411764705,3
test,vegetation,0.5,0.25,0.0,432,323,323,1.0,3
test,vegetation,0.5,0.25,0.001,432,323,321,0.9938080495356038,3
test,vegetation,0.5,0.25,0.0025,432,323,321,0.9938080495356038,3
test,vegetation,0.5,0.25,0.005,432,323,321,0.9938080495356038,3
test,vegetation,0.5,0.25,0.01,432,323,321,0.9938080495356038,3
test,vegetation,0.5,0.25,0.02,432,323,320,0.9907120743034056,3
test,vegetation,0.5,0.25,0.05,432,323,320,0.9907120743034056,3
test,vegetation,0.5,0.25,0.1,432,323,316,0.978328173374613,3
test,bare_land,0.5,0.25,0.0,432,323,323,1.0,3
test,bare_land,0.5,0.25,0.001,432,323,29,0.08978328173374613,3
test,bare_land,0.5,0.25,0.0025,432,323,25,0.07739938080495357,3
test,bare_land,0.5,0.25,0.005,432,323,18,0.05572755417956656,3
test,bare_land,0.5,0.25,0.01,432,323,14,0.043343653250773995,3
test,bare_land,0.5,0.25,0.02,432,323,11,0.034055727554179564,3
test,bare_land,0.5,0.25,0.05,432,323,1,0.0030959752321981426,1
test,bare_land,0.5,0.25,0.1,432,323,0,0.0,0
test,water,0.5,0.25,0.0,432,323,323,1.0,3
test,water,0.5,0.25,0.001,432,323,137,0.4241486068111455,3
test,water,0.5,0.25,0.0025,432,323,124,0.38390092879256965,3
test,water,0.5,0.25,0.005,432,323,113,0.3498452012383901,3
test,water,0.5,0.25,0.01,432,323,86,0.26625386996904027,3
test,water,0.5,0.25,0.02,432,323,69,0.21362229102167182,3
test,water,0.5,0.25,0.05,432,323,54,0.16718266253869968,3
test,water,0.5,0.25,0.1,432,323,29,0.08978328173374613,2
test,buildings,0.6,0.25,0.0,432,298,298,1.0,3
test,buildings,0.6,0.25,0.001,432,298,283,0.9496644295302014,3
test,buildings,0.6,0.25,0.0025,432,298,266,0.8926174496644296,3
test,buildings,0.6,0.25,0.005,432,298,240,0.8053691275167785,3
test,buildings,0.6,0.25,0.01,432,298,166,0.5570469798657718,3
test,buildings,0.6,0.25,0.02,432,298,106,0.35570469798657717,3
test,buildings,0.6,0.25,0.05,432,298,40,0.1342281879194631,3
test,buildings,0.6,0.25,0.1,432,298,13,0.0436241610738255,3
test,roads,0.6,0.25,0.0,432,298,298,1.0,3
test,roads,0.6,0.25,0.001,432,298,292,0.9798657718120806,3
test,roads,0.6,0.25,0.0025,432,298,287,0.9630872483221476,3
test,roads,0.6,0.25,0.005,432,298,271,0.9093959731543624,3
test,roads,0.6,0.25,0.01,432,298,227,0.761744966442953,3
test,roads,0.6,0.25,0.02,432,298,132,0.4429530201342282,3
test,roads,0.6,0.25,0.05,432,298,34,0.11409395973154363,3
test,roads,0.6,0.25,0.1,432,298,6,0.020134228187919462,2
test,vegetation,0.6,0.25,0.0,432,298,298,1.0,3
test,vegetation,0.6,0.25,0.001,432,298,296,0.9932885906040269,3
test,vegetation,0.6,0.25,0.0025,432,298,296,0.9932885906040269,3
test,vegetation,0.6,0.25,0.005,432,298,296,0.9932885906040269,3
test,vegetation,0.6,0.25,0.01,432,298,296,0.9932885906040269,3
test,vegetation,0.6,0.25,0.02,432,298,295,0.9899328859060402,3
test,vegetation,0.6,0.25,0.05,432,298,295,0.9899328859060402,3
test,vegetation,0.6,0.25,0.1,432,298,292,0.9798657718120806,3
test,bare_land,0.6,0.25,0.0,432,298,298,1.0,3
test,bare_land,0.6,0.25,0.001,432,298,26,0.087248322147651,3
test,bare_land,0.6,0.25,0.0025,432,298,22,0.0738255033557047,3
test,bare_land,0.6,0.25,0.005,432,298,15,0.050335570469798654,3
test,bare_land,0.6,0.25,0.01,432,298,11,0.03691275167785235,3
test,bare_land,0.6,0.25,0.02,432,298,8,0.026845637583892617,2
test,bare_land,0.6,0.25,0.05,432,298,1,0.003355704697986577,1
test,bare_land,0.6,0.25,0.1,432,298,0,0.0,0
test,water,0.6,0.25,0.0,432,298,298,1.0,3
test,water,0.6,0.25,0.001,432,298,120,0.40268456375838924,3
test,water,0.6,0.25,0.0025,432,298,107,0.35906040268456374,3
test,water,0.6,0.25,0.005,432,298,96,0.3221476510067114,3
test,water,0.6,0.25,0.01,432,298,70,0.2348993288590604,3
test,water,0.6,0.25,0.02,432,298,56,0.18791946308724833,3
test,water,0.6,0.25,0.05,432,298,43,0.14429530201342283,3
test,water,0.6,0.25,0.1,432,298,22,0.0738255033557047,2
test,buildings,0.7,0.25,0.0,432,265,265,1.0,3
test,buildings,0.7,0.25,0.001,432,265,250,0.9433962264150944,3
test,buildings,0.7,0.25,0.0025,432,265,233,0.879245283018868,3
test,buildings,0.7,0.25,0.005,432,265,207,0.7811320754716982,3
test,buildings,0.7,0.25,0.01,432,265,135,0.5094339622641509,3
test,buildings,0.7,0.25,0.02,432,265,77,0.29056603773584905,3
test,buildings,0.7,0.25,0.05,432,265,21,0.07924528301886792,3
test,buildings,0.7,0.25,0.1,432,265,5,0.018867924528301886,2
test,roads,0.7,0.25,0.0,432,265,265,1.0,3
test,roads,0.7,0.25,0.001,432,265,259,0.9773584905660377,3
test,roads,0.7,0.25,0.0025,432,265,254,0.9584905660377359,3
test,roads,0.7,0.25,0.005,432,265,238,0.8981132075471698,3
test,roads,0.7,0.25,0.01,432,265,194,0.7320754716981132,3
test,roads,0.7,0.25,0.02,432,265,100,0.37735849056603776,3
test,roads,0.7,0.25,0.05,432,265,13,0.04905660377358491,2
test,roads,0.7,0.25,0.1,432,265,0,0.0,0
test,vegetation,0.7,0.25,0.0,432,265,265,1.0,3
test,vegetation,0.7,0.25,0.001,432,265,263,0.9924528301886792,3
test,vegetation,0.7,0.25,0.0025,432,265,263,0.9924528301886792,3
test,vegetation,0.7,0.25,0.005,432,265,263,0.9924528301886792,3
test,vegetation,0.7,0.25,0.01,432,265,263,0.9924528301886792,3
test,vegetation,0.7,0.25,0.02,432,265,262,0.9886792452830189,3
test,vegetation,0.7,0.25,0.05,432,265,262,0.9886792452830189,3
test,vegetation,0.7,0.25,0.1,432,265,260,0.9811320754716981,3
test,bare_land,0.7,0.25,0.0,432,265,265,1.0,3
test,bare_land,0.7,0.25,0.001,432,265,18,0.06792452830188679,3
test,bare_land,0.7,0.25,0.0025,432,265,16,0.06037735849056604,3
test,bare_land,0.7,0.25,0.005,432,265,9,0.033962264150943396,3
test,bare_land,0.7,0.25,0.01,432,265,6,0.022641509433962263,2
test,bare_land,0.7,0.25,0.02,432,265,5,0.018867924528301886,2
test,bare_land,0.7,0.25,0.05,432,265,1,0.0037735849056603774,1
test,bare_land,0.7,0.25,0.1,432,265,0,0.0,0
test,water,0.7,0.25,0.0,432,265,265,1.0,3
test,water,0.7,0.25,0.001,432,265,96,0.3622641509433962,3
test,water,0.7,0.25,0.0025,432,265,84,0.3169811320754717,3
test,water,0.7,0.25,0.005,432,265,75,0.2830188679245283,3
test,water,0.7,0.25,0.01,432,265,52,0.19622641509433963,3
test,water,0.7,0.25,0.02,432,265,41,0.15471698113207547,3
test,water,0.7,0.25,0.05,432,265,30,0.11320754716981132,3
test,water,0.7,0.25,0.1,432,265,17,0.06415094339622641,2
