city_id,city_name,input_file,output_file,utm_epsg,return_code,duration_seconds,log_file,aoi_file,subset_buffer_km,status,validation,error
DE01,Mannheim,D:\2026\ADSA\11. Case Studies 2\Project Code\Urban-Landcover-Segmentation\data\raw\sentinel1\DE01_Mannheim\S1A_IW_GRDH_1SDV_20250713T054243_20250713T054308_060061_077642_5B05_COG.SAFE.zip,D:\2026\ADSA\11. Case Studies 2\Project Code\Urban-Landcover-Segmentation\data\interim\sar_buffered\DE01_Mannheim\DE01_Mannheim_S1_TC_buffered.tif,32632,0,403.68261869999697,metadata\snap_logs\DE01_Mannheim_gpt.log,D:\2026\ADSA\11. Case Studies 2\Project Code\Urban-Landcover-Segmentation\data\aoi\cities\DE01_Mannheim_aoi.gpkg,5.0,processed_valid,valid,
