city_id,city_name,status,input_file,output_file,utm_epsg,return_code,duration_seconds,validation,log_file,error
DE01,Mannheim,processed_valid,D:\2026\ADSA\11. Case Studies 2\Project Code\Urban-Landcover-Segmentation\data\raw\sentinel1\DE01_Mannheim\S1A_IW_GRDH_1SDV_20250713T054243_20250713T054308_060061_077642_5B05_COG.SAFE.zip,D:\2026\ADSA\11. Case Studies 2\Project Code\Urban-Landcover-Segmentation\data\interim\sar_terrain_corrected\DE01_Mannheim\DE01_Mannheim_S1_TC_full.tif,32632,0,12613.1545649,valid,metadata\snap_logs\DE01_Mannheim_gpt.log,
