city_id,city_name,status,input_raster,output_raster,aoi_file,utm_epsg,width,height,pixel_size_m,left,bottom,right,top,duration_seconds,validation,band_1_name,band_1_mean,band_1_std,band_1_p01,band_1_p50,band_1_p95,band_1_p99,band_1_valid_percent,band_2_name,band_2_mean,band_2_std,band_2_p01,band_2_p50,band_2_p95,band_2_p99,band_2_valid_percent,error
DE01,Mannheim,cropped_valid,data\interim\sar_buffered\DE01_Mannheim\DE01_Mannheim_S1_TC_buffered.tif,data\processed\sar\DE01_Mannheim\DE01_Mannheim_S1_VV_VH.tif,data\aoi\cities\DE01_Mannheim_aoi.gpkg,32632,3000,3000,10.0,446324.5904690316,5466788.165275654,476324.5904690316,5496788.165275654,15.393598,valid,Sigma0_VV,0.19764067232608795,2.202763080596924,0.006334943696856499,0.09582748264074326,0.49884095788002014,1.679512619972229,100.0,Sigma0_VH,0.03279730677604675,0.12108414620161057,0.001377635053358972,0.018960054963827133,0.09588413685560226,0.2441362887620926,100.0,
