city_id,city_name,country,split,aoi_size_km,urban_character,utm_epsg,status,center_lat,center_lon
DE01,Mannheim,DE,train,30,planned_medium_city,32632,d3_slc_pilot,49.4875,8.4660
DE15,Leipzig,DE,val,30,eastern_mixed_city,32633,d3_slc_pilot,51.3397,12.3731
