class_id,class_name,ua,dw_confident,osm,ua_dw_agree,ua_osm_agree,dw_osm_agree,triple_agree,ua_fraction_all_pixels,dw_confident_fraction_all_pixels,osm_fraction_all_pixels,ua_dw_agree_fraction_all_pixels,ua_osm_agree_fraction_all_pixels,dw_osm_agree_fraction_all_pixels,triple_agree_fraction_all_pixels
1,buildings,0,4675065,1036023,0,0,966329,0,0.0,0.5194516666666666,0.11511366666666667,0.0,0.0,0.10736988888888889,0.0
2,roads,788646,0,707524,0,368764,0,0,0.08762733333333333,0.0,0.07861377777777778,0.0,0.040973777777777776,0.0,0.0
3,vegetation,3057340,1677209,3436302,1607411,2650025,1537830,1500204,0.3397044444444444,0.18635655555555555,0.38181133333333334,0.17860122222222222,0.29444722222222225,0.17087,0.16668933333333333
4,bare_land,32426,4,114952,0,10137,1,0,0.003602888888888889,4.4444444444444444e-07,0.012772444444444444,0.0,0.0011263333333333334,1.1111111111111111e-07,0.0
5,water,272537,176570,298638,174847,254522,175157,173789,0.03028188888888889,0.01961888888888889,0.033182,0.019427444444444445,0.028280222222222224,0.01946188888888889,0.01930988888888889
