split,metric,population,quantile,value,population_tile_count
test,padding_fraction,all_tiles,1.0,0.4833984375,432
test,padding_fraction,positive_tiles,0.0,0.28125,69
test,padding_fraction,positive_tiles,0.25,0.28125,69
test,padding_fraction,positive_tiles,0.5,0.28125,69
test,padding_fraction,positive_tiles,0.75,0.28125,69
test,padding_fraction,positive_tiles,0.9,0.28125,69
test,padding_fraction,positive_tiles,0.95,0.28125,69
test,padding_fraction,positive_tiles,0.99,0.4833984375,69
test,padding_fraction,positive_tiles,1.0,0.4833984375,69
test,conflict_fraction_source_pixels,all_tiles,0.0,0.0,432
test,conflict_fraction_source_pixels,all_tiles,0.25,0.01232147216796875,432
test,conflict_fraction_source_pixels,all_tiles,0.5,0.022735595703125,432
test,conflict_fraction_source_pixels,all_tiles,0.75,0.048053741455078125,432
test,conflict_fraction_source_pixels,all_tiles,0.9,0.09176483154296883,432
test,conflict_fraction_source_pixels,all_tiles,0.95,0.131024169921875,432
test,conflict_fraction_source_pixels,all_tiles,0.99,0.2385093688964843,432
test,conflict_fraction_source_pixels,all_tiles,1.0,0.356719970703125,432
test,conflict_fraction_source_pixels,positive_tiles,0.0,1.52587890625e-05,418
test,conflict_fraction_source_pixels,positive_tiles,0.25,0.01379444288170856,418
test,conflict_fraction_source_pixels,positive_tiles,0.5,0.023989470108695652,418
test,conflict_fraction_source_pixels,positive_tiles,0.75,0.049037933349609375,418
test,conflict_fraction_source_pixels,positive_tiles,0.9,0.094293212890625,418
test,conflict_fraction_source_pixels,positive_tiles,0.95,0.13131256103515623,418
test,conflict_fraction_source_pixels,positive_tiles,0.99,0.24332656860351506,418
test,conflict_fraction_source_pixels,positive_tiles,1.0,0.356719970703125,418
test,buildings_fraction_valid,all_tiles,0.0,0.0,432
test,buildings_fraction_valid,all_tiles,0.25,0.005010974383226157,432
test,buildings_fraction_valid,all_tiles,0.5,0.011490168255391625,432
test,buildings_fraction_valid,all_tiles,0.75,0.03471511224383828,432
test,buildings_fraction_valid,all_tiles,0.9,0.10355032788796106,432
test,buildings_fraction_valid,all_tiles,0.95,0.16847023352795243,432
test,buildings_fraction_valid,all_tiles,0.99,0.41178068029102755,432
test,buildings_fraction_valid,all_tiles,1.0,0.5778913144449606,432
test,buildings_fraction_valid,positive_tiles,0.0,1.52587890625e-05,411
test,buildings_fraction_valid,positive_tiles,0.25,0.0059622877875430925,411
test,buildings_fraction_valid,positive_tiles,0.5,0.01230251441828549,411
test,buildings_fraction_valid,positive_tiles,0.75,0.03707683949710844,411
test,buildings_fraction_valid,positive_tiles,0.9,0.10633714461567596,411
test,buildings_fraction_valid,positive_tiles,0.95,0.17250181367820966,411
test,buildings_fraction_valid,positive_tiles,0.99,0.41488915234130913,411
test,buildings_fraction_valid,positive_tiles,1.0,0.5778913144449606,411
test,roads_fraction_valid,all_tiles,0.0,0.0,432
test,roads_fraction_valid,all_tiles,0.25,0.006661545739828219,432
test,roads_fraction_valid,all_tiles,0.5,0.0132257578776506,432
test,roads_fraction_valid,all_tiles,0.75,0.025176241802467084,432
test,roads_fraction_valid,all_tiles,0.9,0.052261106958203504,432
test,roads_fraction_valid,all_tiles,0.95,0.08994953624805468,432
test,roads_fraction_valid,all_tiles,0.99,0.17681324903090326,432
test,roads_fraction_valid,all_tiles,1.0,0.22910039113428943,432
test,roads_fraction_valid,positive_tiles,0.0,0.00016856429195335367,407
test,roads_fraction_valid,positive_tiles,0.25,0.007962392309037697,407
test,roads_fraction_valid,positive_tiles,0.5,0.014172878342337413,407
test,roads_fraction_valid,positive_tiles,0.75,0.025930807261010116,407
test,roads_fraction_valid,positive_tiles,0.9,0.05458272636131724,407
test,roads_fraction_valid,positive_tiles,0.95,0.09011718805396135,407
test,roads_fraction_valid,positive_tiles,0.99,0.17744338697732906,407
test,roads_fraction_valid,positive_tiles,1.0,0.22910039113428943,407
test,vegetation_fraction_valid,all_tiles,0.0,0.0,432
test,vegetation_fraction_valid,all_tiles,0.25,0.8663083595407319,432
test,vegetation_fraction_valid,all_tiles,0.5,0.9566052268594781,432
test,vegetation_fraction_valid,all_tiles,0.75,0.981781284249012,432
test,vegetation_fraction_valid,all_tiles,0.9,0.9921908496189107,432
test,vegetation_fraction_valid,all_tiles,0.95,0.996543927568649,432
test,vegetation_fraction_valid,all_tiles,0.99,0.9997285583066408,432
test,vegetation_fraction_valid,all_tiles,1.0,1.0,432
test,vegetation_fraction_valid,positive_tiles,0.0,0.013603873645376989,418
test,vegetation_fraction_valid,positive_tiles,0.25,0.8873051518924314,418
test,vegetation_fraction_valid,positive_tiles,0.5,0.959052607730328,418
test,vegetation_fraction_valid,positive_tiles,0.75,0.9822296327552958,418
test,vegetation_fraction_valid,positive_tiles,0.9,0.9924603649539899,418
test,vegetation_fraction_valid,positive_tiles,0.95,0.9966572971973624,418
test,vegetation_fraction_valid,positive_tiles,0.99,0.9997325303631466,418
test,vegetation_fraction_valid,positive_tiles,1.0,1.0,418
test,bare_land_fraction_valid,all_tiles,0.0,0.0,432
test,bare_land_fraction_valid,all_tiles,0.25,0.0,432
test,bare_land_fraction_valid,all_tiles,0.5,0.0,432
test,bare_land_fraction_valid,all_tiles,0.75,0.0,432
test,bare_land_fraction_valid,all_tiles,0.9,0.0,432
test,bare_land_fraction_valid,all_tiles,0.95,0.006048008424042784,432
test,bare_land_fraction_valid,all_tiles,0.99,0.038948719814283106,432
test,bare_land_fraction_valid,all_tiles,1.0,0.10164519831654126,432
test,bare_land_fraction_valid,positive_tiles,0.0,0.00012563997864120362,38
test,bare_land_fraction_valid,positive_tiles,0.25,0.003300084890188635,38
test,bare_land_fraction_valid,positive_tiles,0.5,0.008694947600389934,38
test,bare_land_fraction_valid,positive_tiles,0.75,0.0316368933363131,38
test,bare_land_fraction_valid,positive_tiles,0.9,0.042257979648672894,38
test,bare_land_fraction_valid,positive_tiles,0.95,0.06543229799955574,38
test,bare_land_fraction_valid,positive_tiles,0.99,0.09046883473157301,38
test,bare_land_fraction_valid,positive_tiles,1.0,0.10164519831654126,38
test,water_fraction_valid,all_tiles,0.0,0.0,432
test,water_fraction_valid,all_tiles,0.25,0.0,432
test,water_fraction_valid,all_tiles,0.5,0.0,432
test,water_fraction_valid,all_tiles,0.75,0.016359670927851858,432
test,water_fraction_valid,all_tiles,0.9,0.14150989014647802,432
test,water_fraction_valid,all_tiles,0.95,0.43808684222680144,432
test,water_fraction_valid,all_tiles,0.99,0.9756870821208272,432
test,water_fraction_valid,all_tiles,1.0,1.0,432
test,water_fraction_valid,positive_tiles,0.0,1.650355651642929e-05,200
test,water_fraction_valid,positive_tiles,0.25,0.006286103261622002,200
test,water_fraction_valid,positive_tiles,0.5,0.018343434930263816,200
test,water_fraction_valid,positive_tiles,0.75,0.09679233332770414,200
test,water_fraction_valid,positive_tiles,0.9,0.46407994860836366,200
test,water_fraction_valid,positive_tiles,0.95,0.7773515206182415,200
test,water_fraction_valid,positive_tiles,0.99,1.0,200
test,water_fraction_valid,positive_tiles,1.0,1.0,200
