split,class_name,minimum_valid_fraction_source_pixels,maximum_padding_fraction,minimum_class_fraction_valid,split_candidate_tiles,coverage_eligible_tiles,qualifying_tiles,qualifying_fraction_of_coverage_eligible,qualifying_city_count
test,vegetation,0.5,0.25,0.005,432,316,314,0.9936708860759493,3
test,vegetation,0.5,0.25,0.01,432,316,314,0.9936708860759493,3
test,vegetation,0.5,0.25,0.02,432,316,313,0.990506329113924,3
test,vegetation,0.5,0.25,0.05,432,316,313,0.990506329113924,3
test,vegetation,0.5,0.25,0.1,432,316,309,0.9778481012658228,3
test,bare_land,0.5,0.25,0.0,432,316,316,1.0,3
test,bare_land,0.5,0.25,0.001,432,316,23,0.07278481012658228,3
test,bare_land,0.5,0.25,0.0025,432,316,22,0.06962025316455696,3
test,bare_land,0.5,0.25,0.005,432,316,15,0.04746835443037975,3
test,bare_land,0.5,0.25,0.01,432,316,12,0.0379746835443038,3
test,bare_land,0.5,0.25,0.02,432,316,9,0.028481012658227847,2
test,bare_land,0.5,0.25,0.05,432,316,1,0.0031645569620253164,1
test,bare_land,0.5,0.25,0.1,432,316,0,0.0,0
test,water,0.5,0.25,0.0,432,316,316,1.0,3
test,water,0.5,0.25,0.001,432,316,132,0.4177215189873418,3
test,water,0.5,0.25,0.0025,432,316,119,0.37658227848101267,3
test,water,0.5,0.25,0.005,432,316,108,0.34177215189873417,3
test,water,0.5,0.25,0.01,432,316,81,0.2563291139240506,3
test,water,0.5,0.25,0.02,432,316,64,0.20253164556962025,3
test,water,0.5,0.25,0.05,432,316,50,0.15822784810126583,3
test,water,0.5,0.25,0.1,432,316,28,0.08860759493670886,2
test,buildings,0.6,0.25,0.0,432,293,293,1.0,3
test,buildings,0.6,0.25,0.001,432,293,278,0.9488054607508533,3
test,buildings,0.6,0.25,0.0025,432,293,261,0.8907849829351536,3
test,buildings,0.6,0.25,0.005,432,293,235,0.8020477815699659,3
test,buildings,0.6,0.25,0.01,432,293,161,0.5494880546075085,3
test,buildings,0.6,0.25,0.02,432,293,101,0.3447098976109215,3
test,buildings,0.6,0.25,0.05,432,293,36,0.12286689419795221,3
test,buildings,0.6,0.25,0.1,432,293,11,0.03754266211604096,3
test,roads,0.6,0.25,0.0,432,293,293,1.0,3
test,roads,0.6,0.25,0.001,432,293,280,0.9556313993174061,3
test,roads,0.6,0.25,0.0025,432,293,268,0.9146757679180887,3
test,roads,0.6,0.25,0.005,432,293,249,0.8498293515358362,3
test,roads,0.6,0.25,0.01,432,293,187,0.6382252559726962,3
test,roads,0.6,0.25,0.02,432,293,91,0.310580204778157,3
test,roads,0.6,0.25,0.05,432,293,13,0.04436860068259386,3
test,roads,0.6,0.25,0.1,432,293,0,0.0,0
test,vegetation,0.6,0.25,0.0,432,293,293,1.0,3
test,vegetation,0.6,0.25,0.001,432,293,291,0.9931740614334471,3
test,vegetation,0.6,0.25,0.0025,432,293,291,0.9931740614334471,3
test,vegetation,0.6,0.25,0.005,432,293,291,0.9931740614334471,3
test,vegetation,0.6,0.25,0.01,432,293,291,0.9931740614334471,3
test,vegetation,0.6,0.25,0.02,432,293,290,0.9897610921501706,3
test,vegetation,0.6,0.25,0.05,432,293,290,0.9897610921501706,3
test,vegetation,0.6,0.25,0.1,432,293,288,0.9829351535836177,3
test,bare_land,0.6,0.25,0.0,432,293,293,1.0,3
test,bare_land,0.6,0.25,0.001,432,293,20,0.06825938566552901,3
test,bare_land,0.6,0.25,0.0025,432,293,19,0.06484641638225255,3
test,bare_land,0.6,0.25,0.005,432,293,12,0.040955631399317405,3
test,bare_land,0.6,0.25,0.01,432,293,10,0.034129692832764506,3
test,bare_land,0.6,0.25,0.02,432,293,8,0.027303754266211604,2
test,bare_land,0.6,0.25,0.05,432,293,1,0.0034129692832764505,1
test,bare_land,0.6,0.25,0.1,432,293,0,0.0,0
test,water,0.6,0.25,0.0,432,293,293,1.0,3
test,water,0.6,0.25,0.001,432,293,116,0.39590443686006827,3
test,water,0.6,0.25,0.0025,432,293,103,0.3515358361774744,3
test,water,0.6,0.25,0.005,432,293,92,0.31399317406143346,3
test,water,0.6,0.25,0.01,432,293,66,0.22525597269624573,3
test,water,0.6,0.25,0.02,432,293,53,0.18088737201365188,3
test,water,0.6,0.25,0.05,432,293,40,0.13651877133105803,3
test,water,0.6,0.25,0.1,432,293,21,0.07167235494880546,2
test,buildings,0.7,0.25,0.0,432,259,259,1.0,3
test,buildings,0.7,0.25,0.001,432,259,244,0.9420849420849421,3
test,buildings,0.7,0.25,0.0025,432,259,227,0.8764478764478765,3
test,buildings,0.7,0.25,0.005,432,259,201,0.7760617760617761,3
test,buildings,0.7,0.25,0.01,432,259,130,0.5019305019305019,3
test,buildings,0.7,0.25,0.02,432,259,72,0.277992277992278,3
test,buildings,0.7,0.25,0.05,432,259,16,0.06177606177606178,3
test,buildings,0.7,0.25,0.1,432,259,3,0.011583011583011582,2
test,roads,0.7,0.25,0.0,432,259,259,1.0,3
test,roads,0.7,0.25,0.001,432,259,246,0.9498069498069498,3
test,roads,0.7,0.25,0.0025,432,259,234,0.9034749034749034,3
test,roads,0.7,0.25,0.005,432,259,215,0.8301158301158301,3
test,roads,0.7,0.25,0.01,432,259,154,0.5945945945945946,3
test,roads,0.7,0.25,0.02,432,259,62,0.23938223938223938,3
test,roads,0.7,0.25,0.05,432,259,1,0.003861003861003861,1
test,roads,0.7,0.25,0.1,432,259,0,0.0,0
test,vegetation,0.7,0.25,0.0,432,259,259,1.0,3
test,vegetation,0.7,0.25,0.001,432,259,257,0.9922779922779923,3
test,vegetation,0.7,0.25,0.0025,432,259,257,0.9922779922779923,3
test,vegetation,0.7,0.25,0.005,432,259,257,0.9922779922779923,3
test,vegetation,0.7,0.25,0.01,432,259,257,0.9922779922779923,3
test,vegetation,0.7,0.25,0.02,432,259,256,0.9884169884169884,3
test,vegetation,0.7,0.25,0.05,432,259,256,0.9884169884169884,3
test,vegetation,0.7,0.25,0.1,432,259,254,0.9806949806949807,3
test,bare_land,0.7,0.25,0.0,432,259,259,1.0,3
test,bare_land,0.7,0.25,0.001,432,259,15,0.05791505791505792,3
test,bare_land,0.7,0.25,0.0025,432,259,14,0.05405405405405406,3
test,bare_land,0.7,0.25,0.005,432,259,8,0.03088803088803089,3
test,bare_land,0.7,0.25,0.01,432,259,6,0.023166023166023165,2
test,bare_land,0.7,0.25,0.02,432,259,5,0.019305019305019305,2
test,bare_land,0.7,0.25,0.05,432,259,1,0.003861003861003861,1
test,bare_land,0.7,0.25,0.1,432,259,0,0.0,0
test,water,0.7,0.25,0.0,432,259,259,1.0,3
test,water,0.7,0.25,0.001,432,259,92,0.3552123552123552,3
test,water,0.7,0.25,0.0025,432,259,80,0.3088803088803089,3
test,water,0.7,0.25,0.005,432,259,72,0.277992277992278,3
test,water,0.7,0.25,0.01,432,259,50,0.19305019305019305,3
test,water,0.7,0.25,0.02,432,259,41,0.1583011583011583,3
test,water,0.7,0.25,0.05,432,259,30,0.11583011583011583,3
test,water,0.7,0.25,0.1,432,259,18,0.0694980694980695,2
