dataset,tiles,cities,valid_pixels,mean_valid_fraction,vegetation_ge_90pct_tiles,vegetation_ge_95pct_tiles,buildings_pixels,buildings_pct_valid,roads_pixels,roads_pct_valid,vegetation_pixels,vegetation_pct_valid,bare_land_pixels,bare_land_pct_valid,water_pixels,water_pct_valid
dataset_v1,2016,14,94249756,0.7133616795615544,679,341,8861315,9.401950069769942,6381975,6.7713437900040825,74677493,79.23361944830924,1061928,1.1267169752672888,3267045,3.466369716649452
dataset_v21_candidate,1627,14,77048645,0.7225992757261496,422,99,7811583,10.13850795169727,5583127,7.246236452308798,59540898,77.27702154917844,990100,1.2850323324959187,3122937,4.05320171431957
